cell line	drug	target	log10[max. dose (M)]	R^2 (goodness of fit)	log10[EC50 (M)]	log10[IC50 (M)]	log10[GI50 (M)]	HillSlope	E_inf	E_max	AUC
AU565	GSK1059615	PI3K	-3.8761	0.9917	-6.1631	-6.1131	-6.3731	1.8030000000000002	0.09358	0.093648	5.5245
AU565	GSK1070916	AURK	-4.4776	0.76	-5.2504	-5.2504	-5.5873	0.5535	0	0.2719	6.7505
AU565	GSK1120212	MEK	-4.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.1204
AU565	GSK1838705A	IGF1R	-4.1759	0.97735	-5.5579	-5.49	-5.6148	2.449	0.0039439	0.0044965000000000005	6.5579
AU565	GSK2119563A	PI3K	-4.4776	0.9609	-5.9796	-5.9797	-6.2806	0.6224	0	0.10407999999999999	6.4198
AU565	GSK2126458A	PI3K	-4.4776	0.9675	-8.1726	-7.7602	-8.1358	0.7102	0.2454	0.24719000000000002	4.7024
AU565	GSK461364	PLK1	-4.4776	0.9163	-7.8996	-7.8424	-7.9567	3.9989999999999997	0.1548	0.1548	4.6399
AU565	GSK923295	CENPE	-4.4776	0.9743	-7.6196	-7.566	-7.7122	2.938	0.1295	0.1295	4.6744
AU565	Gefitinib	EGFR	-4.4776	0.9681	-5.6452	-5.58	-5.9334	0.9489	0.067425	0.1471	6.9371
AU565	Geldanamycin	HSP90	-4.0	0.9559	-7.148	-6.7324	-7.2345	1.454	0.3756	0.37562	5.9261
AU565	Gemcitabine	DNA replication	-3.8416	0.9938	-7.7556	-7.6986	-7.8877	2.502	0.1406	0.1406	3.7074
AU565	IKK 16	IKK	-4.1759	0.9735	-5.4849	-5.4852	-5.5837	1.893	0	0.0033121	6.6272
AU565	Ibandronate sodium salt	FDPS	-2.8239	0.8971	-3.9079	-3.3364	-3.8002	1.556	0.4354	0.4468	7.8463
AU565	Imatinib	ABL/KIT/PDGFR	-3.248	0.9768	-4.647	-4.6466	-4.7322	2.287	0	0	6.4509
AU565	Ixabepilone	TUBB	-4.4045	0.9793	-8.379	-8.3705	-8.4523	3.0589999999999997	0.025565	0.025565	2.9694
AU565	LBH589	HDAC	-4.4776	0.9834	-6.9676	-6.9639	-7.0587	2.759	0.01085	0.01085	4.9219
AU565	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9446	-5.8486	-5.8491	-6.1757	0.8318	0	0.06743099999999999	6.1936
AU565	MG-132	Proteasome	-4.1759	0.9861	-6.8929	-6.8879	-7.039	2.184	0.0128	0.012801	4.5793
AU565	MLN4924	NAE1	-4.1759	0.97	-6.7649	-6.6571	-6.8026	2.363	0.2215	0.2215	5.6749
AU565	NSC663284	CDC25	-3.7773	0.9878	-5.6613	-5.6574	-5.8312	1.855	0.008481	0.008798100000000001	5.8452
AU565	NU6102	CDK1/2	-4.1759	0.9005	-4.6296	-4.6296	-4.6038	3.219	0	0.033476	7.5322
AU565	Nutlin 3a	MDM2	-4.1759	0.9365	-4.7207	-4.6583	-4.7168	3.988	0.21195	0.21729	8.0043
AU565	Olomoucine II	CDK1	-3.8761	0.9448	-5.3221	-5.3181	-5.3977	4.0	0.01643	0.016432	6.4289
AU565	Oxaliplatin	DNA cross-linker	-3.2013	0.9693	-5.2018	-5.2	-5.5642	1.1945	0.002744	0.006964699999999999	5.5616
AU565	Oxamflatin	HDAC	-4.1759	0.9575	-6.0559	-6.053	-6.2067	2.057	0.0070810000000000005	0.007215699999999999	5.7252
AU565	PD173074	FGFR1/3	-4.4776	0.938	-5.1283	-5.0852	-5.1382	3.997	0.1635	0.16559000000000001	8.055
AU565	PP242 hydrate	MTOR	-4.301	0.9687	-8.576	-8.0828	-8.9348	0.546	0.231	0.23455	4.0207
AU565	Paclitaxel	TUBB	-4.4776	0.9817	-8.0346	-8.0127	-8.1165	3.483	0.09199	0.09199	3.9264
AU565	SB-715992	KSP	-4.4776	0.99105	-7.6716	-7.6654	-7.7173	3.9989999999999997	0.02775	0.02775	4.1992
AU565	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.8274	-5.3999	-5.4003	-5.6973	0.9425	0	0.065549	6.1967
AU565	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.97725	-5.3158	-5.3157	-5.4531	1.464	0	0.0057658	6.2895
AU565	TCS2312 dihydrochloride	CHK1	-4.4776	0.9759	-6.4866	-6.4847	-6.5654	3.9989999999999997	0.01087	0.01087	5.8846
AU565	Tamoxifen	ESR1	-3.7773	0.9217	-4.2236	-4.2235	-4.3989	2.71	0	0.058165999999999995	7.546
AU565	Temsirolimus	MTOR	-3.8761	0.8897	-6.2321	-6.232	NaN	0.2802	0	0.17947000000000002	4.9226
AU565	Topotecan	TOP1	-3.9626	0.9944	-7.7496	-7.7184	-7.7936	2.4	0.07795	0.07795	3.5241
AU565	Trichostatin A	HDAC	-2.301	0.99235	-5.4325	-5.43	-5.5016	2.8975	0.008314499999999999	0.008314499999999999	4.0767
AU565	Triciribine	AKT	-4.4776	0.98155	-7.3716	-7.3323	-7.6135	0.7532	0.032425	0.038918	4.5358
AU565	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AU565	Valproic acid	HDAC	-1.8239	0.9633	-2.7437	-2.7436	-2.8960000000000004	1.9409999999999998	0	0.016134	7.1314
AU565	Vinorelbine	TUBB	-4.3335	0.97865	-8.2355	-8.2178	-8.2931	3.9965	0.07595	0.07595	3.4210000000000003
AU565	Vorinostat	HDAC	-1.7282	0.99075	-4.0427	-4.0416	-4.1397	2.102	0.0019149999999999998	0.0019287	5.0926
AU565	XRP44X	ELK3	-3.8761	0.9662	-6.4121	-6.3928	-6.4753	3.1710000000000003	0.06696	0.06696	4.9351
AU565	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.92005	-6.6274	-6.6094	-6.7017	3.6365	0.071175	0.071175	5.2001
AU565	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.9822	-6.2729	-6.2668	-6.3699	3.25	0.018969999999999997	0.018971000000000002	5.4398
BT20	17-AAG	HSP90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	5-FU	TYMS	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	5-FUdR	TYMS	-2.301	0.80715	-2.8957	-2.4068	-3.5554	0.5198	0.2009	0.48535	7.5241
BT20	AG1478	EGFR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	BIBW2992	EGFR/HER2	-4.1759	0.9075	-5.3529	-5.3531	-5.6283	1.4980000000000002	0	0.016946	6.3369
BT20	Baicalein	Lipoxygenase	-3.7773	0.7961	-4.0021	-3.9589	-4.2649	2.5135	0.20465	0.48565	8.3806
BT20	Bortezomib	Proteasome	-3.7773	0.987	-6.5793	-6.5591	-6.7595	2.835	0.050839999999999996	0.050839999999999996	4.785
BT20	Bosutinib	Src	-4.0	0.9551	-5.7175	-5.6373	-5.9379	1.7315	0.13605	0.13704000000000002	6.2649
BT20	CGC-11047	Polyamine analogue	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	CGC-11144	Polyamine analogue	-3.15	0.9752	-6.374	-6.3692	-6.6631	2.213	0.013069999999999998	0.013069999999999998	4.1276
BT20	CPT-11	TOP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Carboplatin	DNA cross-linker	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Cisplatin	DNA cross-linker	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Docetaxel	TUBB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Doxorubicin	TOP2	-6.2596	0.9277	-6.3089	-6.3089	-6.527	2.334	0	0.43422	8.2808
BT20	Epirubicin	TOP2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Erlotinib	EGFR	-4.1759	0.84225	-4.0818	-4.2804	-5.1725	0.4065	0	0.52655	7.7157
BT20	Etoposide	TOP2	-3.4776	0.9749	-5.2386	-5.1292	-5.5056	1.3330000000000002	0.1428	0.14662999999999998	6.4287
BT20	Everolimus	MTOR	-4.1759	0.7773	-4.5897	-4.5897	-5.699	0.3399	0	0.41972	7.2795
BT20	Fascaplysin	CDK4	-4.4776	0.9808	-6.4066	-6.4041	-6.5249	3.591	0.006840000000000001	0.0068417	5.8166
BT20	GSK1059615	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	GSK1070916	AURK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	GSK1120212	MEK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	GSK1838705A	IGF1R	-4.1759	0.7254	-5.3809	-5.2943	-5.4635	3.997	0.2736	0.27360999999999996	7.877999999999999
BT20	GSK2119563A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	GSK2126458A	PI3K	-4.4776	0.9798	-7.1356	-7.102	-7.8044	0.7553	0.1163	0.12183	4.8945
BT20	GSK461364	PLK1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	GSK923295	CENPE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Gefitinib	EGFR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Geldanamycin	HSP90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Gemcitabine	DNA replication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	IKK 16	IKK	-4.1759	0.9599	-5.3159	-5.3147	-5.4623	3.4685	0.0046035	0.0047729	6.9221
BT20	Ibandronate sodium salt	FDPS	-2.8239	0.9169	-4.1859	-4.1419999999999995	-4.7408	0.9216	0.049885000000000006	0.11395999999999999	6.5621
BT20	Imatinib	ABL/KIT/PDGFR	-3.248	0.9642	-4.561	-4.5611	-4.8484	1.975	0	0.0027767	6.4287
BT20	Ixabepilone	TUBB	-4.4045	0.8801	-8.2245	-8.0041	-8.4716	1.63	0.2262	0.2262	4.7947
BT20	LBH589	HDAC	-4.4776	0.9522	-6.3286	-6.2631	-6.4673	2.019	0.1314	0.13155999999999998	6.2071
BT20	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9456	-5.2916	-5.2914	-5.5599	1.52	0	0.05475599999999999	6.9871
BT20	MG-132	Proteasome	-4.1759	0.97405	-6.2394	-6.2225	-6.3956	3.0189999999999997	0.052329999999999995	0.052364999999999995	5.5865
BT20	MLN4924	NAE1	-4.1759	0.94455	-5.3814	-5.3037	-5.6957	1.6475	0.1262	0.13514	6.852
BT20	NSC663284	CDC25	-3.7773	0.9674	-5.2248	-5.2249	-5.5083	1.6885	0	0.0048658	6.202000000000001
BT20	NU6102	CDK1/2	-4.1759	0.9036	-4.1819	-4.1805	-4.2761	4.0	0.006285	0.48944	8.336
BT20	Nutlin 3a	MDM2	-4.1759	0.9021	-4.3738	-4.2918	-4.4226	2.7439999999999998	0	0.39006	8.4124
BT20	Olomoucine II	CDK1	-3.8761	0.95955	-5.1661	-5.0814	-5.4342	1.3285	0.11477000000000001	0.13265	6.9706
BT20	Oxaliplatin	DNA cross-linker	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Oxamflatin	HDAC	-4.1759	0.95855	-5.0761	-5.0762	-5.4347	1.1875	0	0.07864700000000001	7.3141
BT20	PD173074	FGFR1/3	-4.4776	0.8027	-5.004	-4.8614	-5.1114	4.0	0.3654	0.37034	8.6204
BT20	PP242 hydrate	MTOR	-4.301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.533
BT20	Paclitaxel	TUBB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	SB-715992	KSP	-4.4776	0.9307	-7.6586	-7.5079	-7.8227	2.012	0.2162	0.2162	5.0491
BT20	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.9454	-4.7874	-4.7874	-5.147	2.1175	0	0.049526	7.3773
BT20	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.9703	-4.8163	-4.8163	-4.9181	3.995	0	0	7.0489999999999995
BT20	TCS2312 dihydrochloride	CHK1	-4.4776	0.9518	-5.6116	-5.558	-5.7904	2.0580000000000003	0.11284000000000001	0.11724000000000001	6.9715
BT20	Tamoxifen	ESR1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Temsirolimus	MTOR	-3.8761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.5502
BT20	Topotecan	TOP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Trichostatin A	HDAC	-2.301	0.98005	-4.699	-4.6769	-4.8947	1.9240000000000002	0.04504	0.04513	5.0531
BT20	Triciribine	AKT	-4.4776	0.9563	-5.5436	-5.2117	-6.002999999999999	0.7149	0.1791	0.3001	7.3224
BT20	VX-680	AURK/FLT3/ABL/JAK2	-4.0	0.8366	-4.6124	-4.6124	-5.5324	0.4999	0	0.33071999999999996	7.0328
BT20	Valproic acid	HDAC	-1.8239	0.81595	-2.3127	-2.0752	-2.4689	3.292	0.24685	0.27849	7.837999999999999
BT20	Vinorelbine	TUBB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT20	Vorinostat	HDAC	-1.7282	0.9692	-3.4607	-3.4338	-3.7862	1.1635	0.0326	0.043776999999999996	5.9425
BT20	XRP44X	ELK3	-3.8761	0.8096	-5.4871	-3.8761	-5.3396	2.0185	0.54485	0.5451199999999999	7.5268
BT20	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.8406	-7.0069	-6.9822	-7.2724	2.7675	0.07556	0.07556	4.5551
BT20	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.9984	-6.1669	-6.1655	-6.4118	3.245	0.003639	0.0036393000000000003	5.6428
BT474	17-AAG	HSP90	-4.0	0.9618	-7.49	-7.3357	-7.8068	1.8840000000000001	0.2443	0.2443	5.7024
BT474	5-FU	TYMS	-1.7167	0.95885	-2.9757	-2.7833	-3.7369	0.7497	0.13042	0.22553	7.0657
BT474	5-FUdR	TYMS	-2.301	0.8103	-2.094	-2.301	-3.3351	0.3593	0	0.54273	8.0229
BT474	AG1478	EGFR	-3.7773	0.9026	-5.3923	-4.7868	-6.1906	0.6954	0.3103	0.35863	6.9758
BT474	BIBW2992	EGFR/HER2	-4.1759	0.9561	-7.7189	-7.6261	-8.2964	0.7528	0.07445	0.076437	3.8218
BT474	Baicalein	Lipoxygenase	-3.7773	0.7040000000000001	-4.2351	-3.7773	-3.9487	4.0	0.7594	0.7629	9.0503
BT474	Bortezomib	Proteasome	-3.7773	0.94805	-6.8908	-6.6851	-7.4937	0.83235	0.1634	0.16613	4.949
BT474	Bosutinib	Src	-4.0	0.8176	-5.49	-5.267	-5.851	1.126	0.2199	0.23593000000000003	7.0213
BT474	CGC-11047	Polyamine analogue	-2.301	0.8723	-3.2125	-3.2125	-3.9275	0.6843	0	0.14578	6.6174
BT474	CGC-11144	Polyamine analogue	-3.15	0.96705	-5.3305	-5.3304	-5.9815	0.89225	0	0.011245999999999999	5.4047
BT474	CPT-11	TOP1	-4.0696	0.7	-5.0836	-4.0696	-5.0448	3.98	0.7776	0.77762	8.9129
BT474	Carboplatin	DNA cross-linker	-2.8697	0.9725	-3.5755	-3.5662	-3.9801	2.033	0.07076	0.081689	7.6582
BT474	Cisplatin	DNA cross-linker	-3.6021	0.9343	-4.3346	-4.3212	-4.5559	2.397	0.1746	0.19111	7.7746
BT474	Docetaxel	TUBB	-5.0	0.9632	-8.1135	-7.6341	-8.2251	2.1630000000000003	0.4053	0.40531	6.0804
BT474	Doxorubicin	TOP2	-6.2596	0.9731	-6.3461	-6.346	-6.5288	2.289	0	0.38814	8.0387
BT474	Epirubicin	TOP2	-3.7645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.2101
BT474	Erlotinib	EGFR	-4.1759	0.88995	-4.8279	-4.4601	-4.9899	1.874	0.3829	0.42026	8.107999999999999
BT474	Etoposide	TOP2	-3.4776	0.9108	-4.4573	-3.9125	-4.6587	1.176	0.3856	0.42604	7.5962
BT474	Everolimus	MTOR	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.6574
BT474	Fascaplysin	CDK4	-4.4776	0.9875	-6.4501	-6.4491	-6.6871	2.8135	0.0037045000000000003	0.0037631	5.7197
BT474	GSK1059615	PI3K	-3.8761	0.9798	-6.2251	-6.0257	-6.7962	0.7758	0.1499	0.1625	5.7058
BT474	GSK1070916	AURK	-4.4776	0.93895	-4.8892	-4.8892	-5.1976	1.5185	0	0.19649	7.9844
BT474	GSK1120212	MEK	-4.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.9172
BT474	GSK1838705A	IGF1R	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.3415
BT474	GSK2119563A	PI3K	-4.4776	0.9641	-6.4906	-6.3078	-6.8177	1.189	0.1965	0.19974	6.3297
BT474	GSK2126458A	PI3K	-4.4776	0.9827	-7.6646	-7.5992	-8.3285	0.7338	0.05202999999999999	0.05636	4.2655
BT474	GSK461364	PLK1	-4.4776	0.7677	-4.9305	-4.9304	-5.0842	3.9989999999999997	0	0.01522	7.4055
BT474	GSK923295	CENPE	-4.4776	0.8546	-5.0067	-4.8562	-5.617999999999999	1.183	0	0.21076999999999999	7.5661
BT474	Gefitinib	EGFR	-4.4776	0.8631	-5.3558	-5.3557	-6.1316	1.25	0	0.048711000000000004	6.8511
BT474	Geldanamycin	HSP90	-4.0	0.98235	-7.7705	-7.6527	-7.8856	3.5905	0.30305	0.30305	5.0989
BT474	Gemcitabine	DNA replication	-3.8416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.1726
BT474	IKK 16	IKK	-4.1759	0.9511	-5.2089	-5.2088	-5.3245	2.391	0	0.0033801	7.3222
BT474	Ibandronate sodium salt	FDPS	-2.8239	0.7426	-4.0049	-2.8239	-4.0309	2.117	0.5619	0.56328	7.9947
BT474	Imatinib	ABL/KIT/PDGFR	-3.248	0.97185	-4.3865	-4.3844	-4.5539	3.5015	0.007073	0.007177899999999999	7.1381
BT474	Ixabepilone	TUBB	-4.4045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.5729
BT474	LBH589	HDAC	-4.4776	0.9663	-6.9556	-6.9454	-7.4121	1.466	0.017230000000000002	0.017459	4.9235
BT474	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9214	-5.6966	-5.6966	-6.697	0.7403	0	0.12257	6.4193
BT474	MG-132	Proteasome	-4.1759	0.9589	-6.1479	-6.0913	-6.8734	0.9321	0.1025	0.10604000000000001	5.6441
BT474	MLN4924	NAE1	-4.1759	0.8119	-6.0089	-4.1759	-6.3137	0.7222	0.4512	0.5128199999999999	7.0802
BT474	NSC663284	CDC25	-3.7773	0.9591	-5.5033	-5.5005	-5.6987	2.603	0.011470000000000001	0.011511	5.6622
BT474	NU6102	CDK1/2	-4.1759	0.7941	-4.6768	-4.5838	-4.7652	3.985	0.2869	0.29403	7.9799
BT474	Nutlin 3a	MDM2	-4.1759	0.8073	-4.6679	-4.1759	-4.7055	3.987	0.5042	0.50956	8.6932
BT474	Olomoucine II	CDK1	-3.8761	0.8243	-5.3131	-4.9084	-5.343999999999999	3.9960000000000004	0.4879	0.4879	8.2281
BT474	Oxaliplatin	DNA cross-linker	-3.2013	0.9355	-4.1291	-4.1291	-4.7458	0.9971	0	0.10620999999999998	6.9764
BT474	Oxamflatin	HDAC	-4.1759	0.937	-5.8619	-5.8611	-6.5901	0.9464	0	0.03951	5.8729
BT474	PD173074	FGFR1/3	-4.4776	0.9345	-4.846	-4.8119	-4.9537	4.0	0.1345	0.16265	8.344
BT474	PP242 hydrate	MTOR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT474	Paclitaxel	TUBB	-4.4776	0.97465	-7.8341	-7.3713	-7.9943	1.739	0.3738	0.3738	5.7869
BT474	SB-715992	KSP	-4.4776	0.92775	-6.3866	-6.3865	-7.2715	0.68405	0	0.048337	5.9228
BT474	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.9396	-5.4899	-5.4902	-6.1896	0.7437	0	0.095286	6.276
BT474	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.9747	-4.8004	-4.8006	-4.9414	3.9815	0	0	7.2094
BT474	TCS2312 dihydrochloride	CHK1	-4.4776	0.8811	-5.9406	-5.5397	-6.247000000000001	1.149	0.307	0.32945	7.053999999999999
BT474	Tamoxifen	ESR1	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.5706
BT474	Temsirolimus	MTOR	-3.8761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.8454
BT474	Topotecan	TOP1	-3.9626	0.9365	-5.3256	-4.7055	-5.6113	0.8288	0.3469	0.392	7.5272
BT474	Trichostatin A	HDAC	-2.301	0.9917	-4.853	-4.8448	-5.0323	3.233	0.030039999999999997	0.030039999999999997	4.9791
BT474	Triciribine	AKT	-4.4776	0.8889	-6.7916	-5.867999999999999	-7.0645	0.7845	0.4058	0.41475	6.8088
BT474	VX-680	AURK/FLT3/ABL/JAK2	-4.0	0.8143	-4.4178	-4.4177	-5.1819	1.555	0	0.18308	7.9621
BT474	Valproic acid	HDAC	-1.8239	0.9366	-2.582	-2.5821	-3.1409	1.3030000000000002	0	0.10507000000000001	7.1024
BT474	Vinorelbine	TUBB	-4.3335	0.8757	-6.4655	-6.465	-7.2884	0.3937	0	0.1265	5.4541
BT474	Vorinostat	HDAC	-1.7282	0.9921	-3.8987	-3.8895	-4.2526	1.6915	0.018665	0.018938	5.5101
BT474	XRP44X	ELK3	-3.8761	0.7217	-5.4566	-3.8761	-5.6052	2.575	0.57395	0.58235	8.0983
BT474	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.7572	-6.2779	-6.0532	-6.3577	1.8969999999999998	0.3129	0.31296999999999997	6.5819
BT474	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.9775	-5.7444	-5.6398	-6.218999999999999	1.4895	0.14625	0.15672	6.5937
BT483	17-AAG	HSP90	-4.0	0.89105	-5.0552	-5.0552	-6.6573	0.5425	0	0.21263	6.8792
BT483	5-FU	TYMS	-1.7167	0.9825	-3.1657	-2.8988	-4.4387	0.5142	0.1355	0.26728	6.7117
BT483	5-FUdR	TYMS	-2.301	0.88565	-1.9972	-2.301	-4.042	0.3377	0	0.5556	7.6481
BT483	AG1478	EGFR	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.5199
BT483	BIBW2992	EGFR/HER2	-4.1759	0.8588	-5.1201	-5.1201	-6.2082	0.9565	0	0.11109000000000001	6.5006
BT483	Baicalein	Lipoxygenase	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.3948
BT483	Bortezomib	Proteasome	-3.7773	0.9192	-5.9773	-4.9492	-6.8188	0.5861	0.3751	0.40563	6.6113
BT483	Bosutinib	Src	-4.0	0.7948	-5.121	-4.0	-5.4556	1.526	0.5649	0.5732	7.6559
BT483	CGC-11047	Polyamine analogue	-2.301	0.82095	-2.7831	-2.4601	-3.2758	1.5504	0.27749	0.44501999999999997	8.1875
BT483	CGC-11144	Polyamine analogue	-3.15	0.9796	-5.622999999999999	-5.6166	-6.2077	1.2990000000000002	0.008879000000000001	0.009487	4.8509
BT483	CPT-11	TOP1	-4.0696	0.8801	-5.2316	-4.0696	-5.2727	0.975	0.5379999999999999	0.5697	8.017999999999999
BT483	Carboplatin	DNA cross-linker	-2.8697	0.8733	-4.5517	-4.0027	-5.7599	0.5318	0.2447	0.33011999999999997	6.8846
BT483	Cisplatin	DNA cross-linker	-3.6021	0.9235	-4.5374	-4.3339	-4.8421	1.808	0.2855	0.29977	7.6963
BT483	Docetaxel	TUBB	-5.0	0.7596	-7.6579999999999995	-5.0	-7.5839	1.696	0.7542	0.75421	8.0907
BT483	Doxorubicin	TOP2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT483	Epirubicin	TOP2	-3.7645	0.8216	-5.0465	-5.0469	-6.7952	0.4296	0	0.21950999999999998	6.3459
BT483	Erlotinib	EGFR	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.3271
BT483	Etoposide	TOP2	-3.4776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.7183
BT483	Everolimus	MTOR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT483	Fascaplysin	CDK4	-4.4776	0.9919	-7.0166	-7.0138	-7.2225	3.742	0.01247	0.01247	4.8829
BT483	GSK1059615	PI3K	-3.8761	0.9638	-6.0801	-5.6847	-6.8353	0.7491	0.247	0.26345999999999997	6.3311
BT483	GSK1070916	AURK	-4.4776	0.8340000000000001	-4.5853	-4.4776	-5.3674	0.9554	0	0.53959	8.0951
BT483	GSK1120212	MEK	-4.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.7439
BT483	GSK1838705A	IGF1R	-4.1759	0.7767	-5.4409	-5.3967	-5.5872	4.0	0.1687	0.16871	6.7544
BT483	GSK2119563A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT483	GSK2126458A	PI3K	-4.4776	0.981	-7.7216	-7.1924	-8.8962	0.5153	0.233	0.249	5.0745
BT483	GSK461364	PLK1	-4.4776	0.8228	-4.9223	-4.9223	-5.7449	2.2735	0	0.088905	7.5231
BT483	GSK923295	CENPE	-4.4776	0.7399	-6.8686	-4.4776	-7.1077	0.3992	0.6796	0.7119300000000001	7.8583
BT483	Gefitinib	EGFR	-4.4776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.6514
BT483	Geldanamycin	HSP90	-4.0	0.83255	-6.9445	-4.0	-6.8542	2.9365	0.70535	0.70535	7.7286
BT483	Gemcitabine	DNA replication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT483	IKK 16	IKK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BT483	Ibandronate sodium salt	FDPS	-2.8239	0.9103	-3.9639	-2.9175	-4.2689	1.273	0.47805	0.49732	7.8218
BT483	Imatinib	ABL/KIT/PDGFR	-3.248	0.9598	-4.321000000000001	-4.3198	-4.5408	3.431	0.005362	0.0055688000000000005	6.5886
BT483	Ixabepilone	TUBB	-4.4045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.8136
BT483	LBH589	HDAC	-4.4776	0.96265	-6.6211	-6.4579	-7.1208	1.1575	0.1738	0.17689000000000002	5.9825
BT483	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.85575	-4.7712	-4.6098	-5.9511	0.5614	0.19165	0.5091600000000001	7.5934
BT483	MG-132	Proteasome	-4.1759	0.95215	-5.9114	-5.6002	-6.7968	0.8636	0.21395	0.25284	6.5526
BT483	MLN4924	NAE1	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.1815
BT483	NSC663284	CDC25	-3.7773	0.9777	-5.2713	-5.2711	-6.1132	1.1705	0	0.018068	6.2194
BT483	NU6102	CDK1/2	-4.1759	0.7999	-4.581	-4.1759	-4.6857	3.9939999999999998	0.4916	0.50357	8.0526
BT483	Nutlin 3a	MDM2	-4.1759	0.7468	-3.9453	-4.1759	-5.4459	0.5585	0	0.57363	7.8917
BT483	Olomoucine II	CDK1	-3.8761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.7478
